Unnamed: 0,GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
71964,Shot Chart Detail,21500671,510,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,5,24,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,-19,1,1,20160125,NOP,HOU
71965,Shot Chart Detail,21500671,540,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,3,28,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,-6,1,1,20160125,NOP,HOU
71966,Shot Chart Detail,21500696,479,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,161,183,1,0,20160128,NOP,SAC
71967,Shot Chart Detail,21500710,112,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,10,32,Missed Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,8,1,0,20160130,NOP,BKN
71968,Shot Chart Detail,21500710,146,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,8,8,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160130,NOP,BKN
71969,Shot Chart Detail,21500724,159,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,7,2,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-74,244,1,0,20160201,NOP,MEM
71970,Shot Chart Detail,21500724,346,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,11,39,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,21,-215,-6,1,0,20160201,NOP,MEM
71971,Shot Chart Detail,21500724,389,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,25,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,4,11,1,1,20160201,NOP,MEM
71972,Shot Chart Detail,21500742,273,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,8,29,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,2,1,1,20160203,SAS,NOP
71973,Shot Chart Detail,21500742,402,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,18,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,205,144,1,0,20160203,SAS,NOP
71974,Shot Chart Detail,21500742,440,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,3,57,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,30,2,1,1,20160203,SAS,NOP
71975,Shot Chart Detail,21500747,500,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,1,26,Missed Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,0,20160204,NOP,LAL
71976,Shot Chart Detail,21500763,33,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,7,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,4,203,1,0,20160206,CLE,NOP
71977,Shot Chart Detail,21500763,248,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,0,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,18,1,0,20160206,CLE,NOP
71978,Shot Chart Detail,21500763,347,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,1,30,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-187,170,1,1,20160206,CLE,NOP
71979,Shot Chart Detail,21500763,353,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,0,36,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,-1,1,0,20160206,CLE,NOP
71980,Shot Chart Detail,21500763,455,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,19,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,13,1,1,20160206,CLE,NOP
71981,Shot Chart Detail,21500763,464,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,3,2,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,235,16,1,0,20160206,CLE,NOP
71982,Shot Chart Detail,21500782,83,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,2,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-137,170,1,1,20160208,MIN,NOP
71983,Shot Chart Detail,21500782,192,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,7,9,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,24,-243,11,1,0,20160208,MIN,NOP
71984,Shot Chart Detail,21500782,202,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,6,5,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,22,-215,47,1,1,20160208,MIN,NOP
71985,Shot Chart Detail,21500782,240,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,2,16,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-7,8,1,1,20160208,MIN,NOP
71986,Shot Chart Detail,21500782,304,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,8,48,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160208,MIN,NOP
71987,Shot Chart Detail,21500798,73,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,3,1,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-15,1,0,20160210,NOP,UTA
71988,Shot Chart Detail,21500798,100,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,1,15,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,-6,1,1,20160210,NOP,UTA
71989,Shot Chart Detail,21500798,258,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,10,21,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,194,154,1,1,20160210,NOP,UTA
71990,Shot Chart Detail,21500798,289,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,6,10,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,12,3,1,1,20160210,NOP,UTA
71991,Shot Chart Detail,21500798,334,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,0,28,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-228,-5,1,0,20160210,NOP,UTA
71992,Shot Chart Detail,21500798,474,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,1,20,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,7,1,0,20160210,NOP,UTA
71993,Shot Chart Detail,21500802,27,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,8,15,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-112,110,1,1,20160211,OKC,NOP
71994,Shot Chart Detail,21500802,49,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,5,59,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-222,18,1,0,20160211,OKC,NOP
71995,Shot Chart Detail,21500802,87,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,1,41,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,-1,1,1,20160211,OKC,NOP
71996,Shot Chart Detail,21500802,335,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,4,2,Missed Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,6,21,1,0,20160211,OKC,NOP
71997,Shot Chart Detail,21500811,273,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,1,49,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160219,NOP,PHI
71998,Shot Chart Detail,21500823,8,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,10,46,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,16,76,149,1,0,20160221,DET,NOP
71999,Shot Chart Detail,21500823,312,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,8,35,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,13,1,0,20160221,DET,NOP
72000,Shot Chart Detail,21500823,344,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,4,58,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,8,1,0,20160221,DET,NOP
72001,Shot Chart Detail,21500823,359,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,3,35,Made Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160221,DET,NOP
72002,Shot Chart Detail,21500823,425,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,10,48,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,230,116,1,0,20160221,DET,NOP
72003,Shot Chart Detail,21500841,3,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,11,25,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,117,165,1,0,20160223,WAS,NOP
72004,Shot Chart Detail,21500841,274,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,1,22,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,228,144,1,1,20160223,WAS,NOP
72005,Shot Chart Detail,21500841,290,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,0,25,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,212,156,1,0,20160223,WAS,NOP
72006,Shot Chart Detail,21500841,338,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,8,46,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,145,232,1,0,20160223,WAS,NOP
72007,Shot Chart Detail,21500841,342,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,8,14,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-19,80,1,0,20160223,WAS,NOP
72008,Shot Chart Detail,21500841,354,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,7,17,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,195,33,1,1,20160223,WAS,NOP
72009,Shot Chart Detail,21500841,517,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,5,24,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,166,105,1,0,20160223,WAS,NOP
72010,Shot Chart Detail,21500841,521,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,5,14,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-9,-6,1,1,20160223,WAS,NOP
72011,Shot Chart Detail,21500857,52,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,5,32,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,19,180,1,0,20160225,NOP,OKC
72012,Shot Chart Detail,21500857,79,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,4,59,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,0,1,1,20160225,NOP,OKC
72013,Shot Chart Detail,21500857,142,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,11,11,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,2,1,1,20160225,NOP,OKC
72014,Shot Chart Detail,21500857,438,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,10,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,7,1,1,20160225,NOP,OKC
72015,Shot Chart Detail,21500857,502,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,40,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-22,7,1,0,20160225,NOP,OKC
72016,Shot Chart Detail,21500857,503,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,39,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-1,16,1,1,20160225,NOP,OKC
72017,Shot Chart Detail,21500870,34,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,8,16,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-32,75,1,0,20160227,NOP,MIN
72018,Shot Chart Detail,21500870,145,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,10,41,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-25,0,1,1,20160227,NOP,MIN
72019,Shot Chart Detail,21500870,274,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,11,40,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,230,-1,1,0,20160227,NOP,MIN
72020,Shot Chart Detail,21500870,299,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,9,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,177,180,1,0,20160227,NOP,MIN
72021,Shot Chart Detail,21500870,314,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,8,26,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,-37,0,1,0,20160227,NOP,MIN
72022,Shot Chart Detail,21500870,366,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,3,50,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-63,16,1,0,20160227,NOP,MIN
72023,Shot Chart Detail,21500870,484,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,58,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,15,-86,134,1,1,20160227,NOP,MIN
72024,Shot Chart Detail,21500870,506,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,5,24,Made Shot,Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-4,13,1,1,20160227,NOP,MIN
72025,Shot Chart Detail,21500870,519,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,12,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,238,62,1,0,20160227,NOP,MIN
72026,Shot Chart Detail,21500901,9,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,10,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-163,188,1,1,20160302,HOU,NOP
72027,Shot Chart Detail,21500901,35,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,8,18,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-237,31,1,1,20160302,HOU,NOP
72028,Shot Chart Detail,21500901,86,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,3,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,174,170,1,0,20160302,HOU,NOP
72029,Shot Chart Detail,21500901,302,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,11,0,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,23,1,1,20160302,HOU,NOP
72030,Shot Chart Detail,21500901,307,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,9,53,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,225,7,1,1,20160302,HOU,NOP
72031,Shot Chart Detail,21500901,348,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,6,29,Missed Shot,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,9,-53,77,1,0,20160302,HOU,NOP
72032,Shot Chart Detail,21500901,369,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,5,23,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,153,200,1,0,20160302,HOU,NOP
72033,Shot Chart Detail,21500901,379,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,4,2,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,19,197,26,1,1,20160302,HOU,NOP
72034,Shot Chart Detail,21500901,403,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,2,38,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,228,47,1,0,20160302,HOU,NOP
72035,Shot Chart Detail,21500909,46,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,6,36,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,21,210,18,1,1,20160303,NOP,SAS
72036,Shot Chart Detail,21500909,48,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,6,3,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,109,232,1,0,20160303,NOP,SAS
72037,Shot Chart Detail,21500909,77,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,2,55,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,96,156,1,0,20160303,NOP,SAS
72038,Shot Chart Detail,21500909,221,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,0,51,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,24,182,169,1,0,20160303,NOP,SAS
72039,Shot Chart Detail,21500909,428,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,54,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,141,213,1,0,20160303,NOP,SAS
72040,Shot Chart Detail,21500909,437,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,29,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,0,1,1,20160303,NOP,SAS
72041,Shot Chart Detail,21500925,16,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,9,35,Made Shot,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,2,41,1,1,20160305,NOP,UTA
72042,Shot Chart Detail,21500925,472,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,4,30,Missed Shot,Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,0,20160305,NOP,UTA
72043,Shot Chart Detail,21500941,255,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,2,59,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,25,177,183,1,0,20160307,NOP,SAC
72044,Shot Chart Detail,21500941,272,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,0,17,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,2,1,1,20160307,NOP,SAC
72045,Shot Chart Detail,21500941,565,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,2,44,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160307,NOP,SAC
72046,Shot Chart Detail,21500941,581,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,1,13,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,13,1,0,20160307,NOP,SAC
72047,Shot Chart Detail,21500941,592,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,0,36,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,21,1,1,20160307,NOP,SAC
72048,Shot Chart Detail,21500950,14,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,10,0,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,115,170,1,1,20160309,CHA,NOP
72049,Shot Chart Detail,21500950,261,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,1,7,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,11,1,0,20160309,CHA,NOP
72050,Shot Chart Detail,21500950,268,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,0,45,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,26,1,0,20160309,CHA,NOP
72051,Shot Chart Detail,21500950,473,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,5,44,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-4,21,1,1,20160309,CHA,NOP
72052,Shot Chart Detail,21500967,3,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,11,20,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-227,-15,1,0,20160311,MEM,NOP
72053,Shot Chart Detail,21500967,52,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,7,7,Made Shot,Running Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160311,MEM,NOP
72054,Shot Chart Detail,21500967,76,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,4,51,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,22,0,1,1,20160311,MEM,NOP
72055,Shot Chart Detail,21500967,95,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,3,13,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,232,2,1,0,20160311,MEM,NOP
72056,Shot Chart Detail,21500967,249,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,3,35,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,24,240,36,1,1,20160311,MEM,NOP
72057,Shot Chart Detail,21500967,303,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,10,43,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-133,164,1,0,20160311,MEM,NOP
72058,Shot Chart Detail,21500967,409,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,0,21,Made Shot,Running Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,7,1,1,20160311,MEM,NOP
72059,Shot Chart Detail,21500967,435,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,9,37,Made Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,236,21,1,1,20160311,MEM,NOP
72060,Shot Chart Detail,21500967,454,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,7,27,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-228,95,1,0,20160311,MEM,NOP
72061,Shot Chart Detail,21500967,457,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,6,49,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,2,1,1,20160311,MEM,NOP
72062,Shot Chart Detail,21500967,507,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,2,37,Made Shot,Driving Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,9,36,1,1,20160311,MEM,NOP
72063,Shot Chart Detail,21500978,156,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,8,26,Made Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-238,-15,1,1,20160312,MIL,NOP
72064,Shot Chart Detail,21500978,161,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,7,26,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-233,2,1,0,20160312,MIL,NOP
72065,Shot Chart Detail,21500978,170,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,6,28,Made Shot,Running Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160312,MIL,NOP
72066,Shot Chart Detail,21500978,260,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,10,35,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,10,101,10,1,1,20160312,MIL,NOP
72067,Shot Chart Detail,21500978,283,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,7,53,Missed Shot,Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,22,228,3,1,0,20160312,MIL,NOP
72068,Shot Chart Detail,21500978,312,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,5,22,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,10,2,1,1,20160312,MIL,NOP
72069,Shot Chart Detail,21500996,234,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,3,9,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-235,8,1,0,20160314,GSW,NOP
72070,Shot Chart Detail,21500996,241,201967,Dante Cunningham,1610612740,New Orleans Pelicans,2,2,19,Missed Shot,Driving Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,7,-2,72,1,0,20160314,GSW,NOP
72071,Shot Chart Detail,21500996,286,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,10,19,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,23,-232,61,1,0,20160314,GSW,NOP
72072,Shot Chart Detail,21500996,319,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,7,29,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,26,159,213,1,0,20160314,GSW,NOP
72073,Shot Chart Detail,21500996,327,201967,Dante Cunningham,1610612740,New Orleans Pelicans,3,6,14,Missed Shot,Hook Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-11,26,1,0,20160314,GSW,NOP
72074,Shot Chart Detail,21500996,470,201967,Dante Cunningham,1610612740,New Orleans Pelicans,4,6,9,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,1,1,1,20160314,GSW,NOP
72075,Shot Chart Detail,21501010,15,201967,Dante Cunningham,1610612740,New Orleans Pelicans,1,9,22,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,20,87,185,1,1,20160316,SAC,NOP
